metric,phase,role,n_available,missingness_rate,unique_values,corr_task_success,corr_outcome_rank,ceiling_rate,floor_rate,validity_assessment
dialogue_state_joint_goal_accuracy,Dialogue state tracking,associated diagnostic metric,557,0.0,2,0.9999999999999998,0.9697335972516417,0.881508078994614,0.118491921005386,usable as descriptive indicator; verify construct overlap and matched-condition stability
dialogue_state_route_memory_retention_rate,Dialogue state tracking,associated diagnostic metric,497,0.1077199281867145,10,0.6809114708409807,0.7303348270191025,0.8491921005385996,0.005385996409335727,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_agent_a_guard_intervention_rate,Natural language generation,associated diagnostic metric,557,0.0,2,0.9653132368247621,0.9581862366478694,0.8850987432675045,0.11490125673249552,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_agent_b_guard_intervention_rate,Natural language generation,associated diagnostic metric,557,0.0,8,0.8183429760092622,0.9063954199037805,0.8725314183123878,0.0843806104129264,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_constraint_mention_precision,Natural language generation,associated diagnostic metric,493,0.11490125673249552,3,0.9704963717331315,0.9430349772975527,0.8779174147217235,0.005385996409335727,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_constraint_mention_recall,Natural language generation,associated diagnostic metric,493,0.11490125673249552,3,0.9704963717331315,0.9430349772975527,0.8779174147217235,0.005385996409335727,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_constraint_satisfaction_rate,Natural language generation,associated diagnostic metric,557,0.0,3,0.9978585020341769,0.9713095652839064,0.881508078994614,0.11669658886894076,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_distinct_1,Natural language generation,associated diagnostic metric,557,0.0,261,-0.7860367828627569,-0.8488651196975845,0.00718132854578097,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_distinct_2,Natural language generation,associated diagnostic metric,557,0.0,253,-0.5951415064380464,-0.6779009824901606,0.02872531418312388,0.003590664272890485,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_guard_intervention_rate,Natural language generation,associated diagnostic metric,557,0.0,12,0.829231722059285,0.9176542771269747,0.8725314183123878,0.0843806104129264,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_lexical_diversity,Natural language generation,associated diagnostic metric,557,0.0,261,-0.7860367828627569,-0.8488651196975845,0.00718132854578097,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_prompt_repair_rate,Natural language generation,associated diagnostic metric,557,0.0,26,0.7087400118965105,0.8245565010772136,0.026929982046678635,0.0843806104129264,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_repetition_rate,Natural language generation,associated diagnostic metric,557,0.0,253,0.5951417657908843,0.677901385451991,0.003590664272890485,0.02872531418312388,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlg_underspecification_rate,Natural language generation,associated diagnostic metric,557,0.0,26,-0.8119559705540279,-0.8472849584544264,0.0843806104129264,0.40754039497307004,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlu_intent_accuracy,Natural language understanding,associated diagnostic metric,557,0.0,18,0.8251818509976316,0.8449102300608035,0.6247755834829444,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
nlu_station_mention_rate,Natural language understanding,associated diagnostic metric,557,0.0,21,0.8235970680698452,0.8420358996927103,0.6247755834829444,0.0843806104129264,usable as descriptive indicator; verify construct overlap and matched-condition stability
average_route_fullness,Other / task context,associated diagnostic metric,557,0.0,22,0.8820011108696172,0.9495050403530813,0.003590664272890485,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
avg_words_per_message,Other / task context,associated diagnostic metric,557,0.0,209,0.6664536090817307,0.7074745194308911,0.008976660682226212,0.003590664272890485,usable as descriptive indicator; verify construct overlap and matched-condition stability
candidate_route_count,Other / task context,associated diagnostic metric,557,0.0,8,0.7171145519364165,0.7448709851715295,0.01436265709156194,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
duration_excess_min,Other / task context,associated diagnostic metric,506,0.09156193895870735,10,-0.5035601764346758,-0.5035601764346758,0.017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
lexical_diversity,Other / task context,associated diagnostic metric,557,0.0,276,-0.7782289865077096,-0.8439524980983478,0.0017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
peak_route_fullness,Other / task context,associated diagnostic metric,557,0.0,15,0.8773816113008828,0.9495222096565895,0.003590664272890485,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
station_mentions,Other / task context,associated diagnostic metric,557,0.0,42,0.7330024003772293,0.7680372963365097,0.0017953321364452424,0.05026929982046679,usable as descriptive indicator; verify construct overlap and matched-condition stability
travel_min,Other / task context,associated diagnostic metric,557,0.0,14,0.6712024455664971,0.7771484880277626,0.017953321364452424,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
wait_min,Other / task context,associated diagnostic metric,557,0.0,9,0.5563583927722706,0.5812062631762638,0.019748653500897665,0.20466786355475763,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_acceptable_duration_completion,Task outcome,associated diagnostic metric,557,0.0,2,0.974037278445363,0.9667983106349325,0.8868940754039497,0.11310592459605028,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_candidate_count,Task outcome,associated diagnostic metric,557,0.0,8,0.7171145519364165,0.7448709851715295,0.01436265709156194,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_duration_ratio,Task outcome,associated diagnostic metric,506,0.09156193895870735,12,-0.5269904652599204,-0.5269904652599204,0.017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_duration_regret,Task outcome,associated diagnostic metric,506,0.09156193895870735,10,-0.5035601764346758,-0.5035601764346758,0.017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_satisfied_constraint_count,Task outcome,associated diagnostic metric,557,0.0,4,0.893586901270235,0.8681992935602287,0.7235188509874326,0.118491921005386,usable as descriptive indicator; verify construct overlap and matched-condition stability
task_outcome_stated_constraint_count,Task outcome,associated diagnostic metric,557,0.0,4,0.886745800421023,0.8686897645040026,0.7235188509874326,0.11490125673249552,usable as descriptive indicator; verify construct overlap and matched-condition stability
tts_loudness_compliance,Text-to-speech,associated diagnostic metric,557,0.0,24,0.5588636858514657,0.6080247103410954,0.9371633752244165,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
tts_pronunciation_accuracy,Text-to-speech,associated diagnostic metric,557,0.0,272,0.7450354002831364,0.8196105595098087,0.15798922800718132,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
tts_station_pronunciation_accuracy,Text-to-speech,associated diagnostic metric,557,0.0,71,0.8221450645439119,0.9068816266843539,0.43087971274685816,0.05026929982046679,usable as descriptive indicator; verify construct overlap and matched-condition stability
tts_text_change_rate,Text-to-speech,associated diagnostic metric,557,0.0,185,-0.6018783040214636,-0.6424742446046886,0.0017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_candidate_count,Whole dialogue,associated diagnostic metric,557,0.0,8,0.7171145519364165,0.7448709851715295,0.01436265709156194,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_conversation_repetition_rate,Whole dialogue,associated diagnostic metric,557,0.0,253,0.5951417657908843,0.677901385451991,0.003590664272890485,0.02872531418312388,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_cooperative_progress_rate,Whole dialogue,associated diagnostic metric,557,0.0,38,0.6406383713024246,0.6552127560616645,0.01615798922800718,0.09156193895870736,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_dialogue_success_score,Whole dialogue,associated diagnostic metric,557,0.0,277,0.9737868577291967,0.9720609290031531,0.0017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_interaction_quality_trajectory,Whole dialogue,associated diagnostic metric,557,0.0,277,0.9737868577291967,0.9720609290031531,0.0017953321364452424,0.0017953321364452424,usable as descriptive indicator; verify construct overlap and matched-condition stability
whole_dialogue_mean_words_per_turn,Whole dialogue,associated diagnostic metric,557,0.0,219,0.666490662842206,0.7075254488403426,0.008976660682226212,0.003590664272890485,usable as descriptive indicator; verify construct overlap and matched-condition stability
agent_b_actionability_score,Agent B response / grounding,diagnostic phase metric,557,0.0,3,0.9150383749159295,0.9848507825511901,0.8868940754039497,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
agent_b_active_constraint_compliance,Agent B response / grounding,diagnostic phase metric,557,0.0,3,0.9978585020341769,0.9713095652839064,0.881508078994614,0.11669658886894076,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
agent_b_grounded_proposal_score,Agent B response / grounding,diagnostic phase metric,557,0.0,15,0.9669880527519404,0.996035010508617,0.6912028725314183,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
asr_critical_slot_accuracy,Automatic speech recognition,diagnostic phase metric,507,0.08976660682226212,13,0.18244323161449782,0.24631580531327665,0.6912028725314183,0.0017953321364452424,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
asr_entity_error_rate,Automatic speech recognition,diagnostic phase metric,557,0.0,81,-0.4131993767565251,-0.46116227623535533,0.1310592459605027,0.4021543985637343,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
asr_station_f1,Automatic speech recognition,diagnostic phase metric,557,0.0,71,0.8221450645439119,0.9068816266843539,0.43087971274685816,0.05026929982046679,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
asr_wer,Automatic speech recognition,diagnostic phase metric,557,0.0,272,-0.7450354002831364,-0.8196105595098084,0.0017953321364452424,0.15798922800718132,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
asr_word_error_rate,Automatic speech recognition,diagnostic phase metric,557,0.0,272,-0.7450354002831364,-0.8196105595098084,0.0017953321364452424,0.15798922800718132,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_management_clarification_calibration,Dialogue management,diagnostic phase metric,557,0.0,8,0.10497908621633543,0.0789507160683011,0.4254937163375224,0.5224416517055656,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_management_repair_success_rate,Dialogue management,diagnostic phase metric,557,0.0,8,0.3757092169682888,0.4127702312015707,0.8348294434470377,0.13464991023339318,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_management_stagnation_rate,Dialogue management,diagnostic phase metric,557,0.0,13,0.9278536354942868,0.9315937716935233,0.010771992818671455,0.10771992818671454,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_state_constraint_retention_rate,Dialogue state tracking,diagnostic phase metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_state_missing_trip_slot_rate,Dialogue state tracking,diagnostic phase metric,557,0.0,20,-0.8137496333930778,-0.9045557567303697,0.06104129263913824,0.8186714542190305,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
dialogue_state_trip_fact_completeness,Dialogue state tracking,diagnostic phase metric,557,0.0,20,0.8137496333930776,0.9045557567303697,0.8186714542190305,0.06104129263913824,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlg_executable_utterance_rate,Natural language generation,diagnostic phase metric,557,0.0,24,0.7713554268678007,0.7864065712623172,0.3016157989228007,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlg_faithfulness,Natural language generation,diagnostic phase metric,557,0.0,15,0.9669880527519404,0.996035010508617,0.6912028725314183,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlu_constraint_extraction_f1,Natural language understanding,diagnostic phase metric,557,0.0,72,0.7509843867422059,0.8318709033624271,0.585278276481149,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlu_goal_reached_rate,Natural language understanding,diagnostic phase metric,557,0.0,18,0.7919446185354203,0.7752050451164004,0.5242369838420108,0.11310592459605028,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlu_route_valid_rate,Natural language understanding,diagnostic phase metric,557,0.0,18,0.8251818509976316,0.8449102300608035,0.6247755834829444,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
nlu_slot_f1,Natural language understanding,diagnostic phase metric,507,0.08976660682226212,72,0.07493390230910202,0.12519311771939867,0.585278276481149,0.0017953321364452424,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
whole_dialogue_abandonment_rate,Whole dialogue,diagnostic phase metric,557,0.0,2,-0.974037278445363,-0.9667983106349325,0.11310592459605028,0.8868940754039497,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
whole_dialogue_failure_localization_score,Whole dialogue,diagnostic phase metric,557,0.0,1,,,1.0,1.0,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
whole_dialogue_goal_progress_auc,Whole dialogue,diagnostic phase metric,557,0.0,18,0.8691413223502522,0.9453609831074817,0.5026929982046678,0.09156193895870736,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
whole_dialogue_task_focus_score,Whole dialogue,diagnostic phase metric,557,0.0,217,0.39675353554918585,0.4614473513093415,0.005385996409335727,0.025134649910233394,"high diagnostic value if evidence coverage is present; association is descriptive, not causal"
agent_a_best_candidate_retention,Agent A evaluation,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
agent_a_constraint_revelation_order,Agent A evaluation,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
agent_a_preference_consistency,Agent A evaluation,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
agent_a_time_limit_violation_catch_rate,Agent A evaluation,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
agent_b_plugin_execution_success,Agent B response / grounding,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
audio_capture_success_rate,Audio / turn-taking,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
audio_missing_rate,Audio / turn-taking,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
asr_empty_transcript_rate,Automatic speech recognition,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
asr_failure_count,Automatic speech recognition,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
asr_failure_rate,Automatic speech recognition,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
asr_repair_trigger_rate,Automatic speech recognition,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
asr_success_rate,Automatic speech recognition,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_management_constraint_order_adherence,Dialogue management,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_management_premature_closure_rate,Dialogue management,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_candidate_memory_recall,Dialogue state tracking,execution/constant metric,506,0.09156193895870735,1,,,0.9084380610412927,0.9084380610412927,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_constraint_omission_rate,Dialogue state tracking,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_memory_trace_coverage,Dialogue state tracking,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_premature_constraint_activation_rate,Dialogue state tracking,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_route_state_consistency,Dialogue state tracking,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_selected_route_consistency,Dialogue state tracking,execution/constant metric,506,0.09156193895870735,1,,,0.9084380610412927,0.9084380610412927,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_stage_accuracy,Dialogue state tracking,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
dialogue_state_state_drift_rate,Dialogue state tracking,execution/constant metric,556,0.0017953321364452268,1,,,0.9982046678635548,0.9982046678635548,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
nlg_excess_verbosity_rate,Natural language generation,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
nlg_formatting_violation_rate,Natural language generation,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
nlg_hidden_reasoning_leakage_rate,Natural language generation,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
nlu_false_parse_rate,Natural language understanding,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
model_top_p,Other / task context,execution/constant metric,136,0.755834829443447,1,,,0.24416517055655296,0.24416517055655296,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
pipeline_failure_count,Other / task context,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
pipeline_success_rate,Other / task context,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
speech_incoming_enabled_rate,Other / task context,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
speech_outgoing_enabled_rate,Other / task context,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
tts_audio_validity_rate,Text-to-speech,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
tts_failure_count,Text-to-speech,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
tts_failure_rate,Text-to-speech,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
tts_success_rate,Text-to-speech,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
whole_dialogue_trace_completeness_rate,Whole dialogue,execution/constant metric,557,0.0,1,,,1.0,1.0,"valid for coverage/preflight reporting, weak for differentiating completed dialogues"
metric_validity_ceiling_rate,Metric validity,metric quality indicator,557,0.0,117,0.6373697579655877,0.6511823404894802,0.03052064631956912,0.0017953321364452424,"valid for reporting metric coverage/confidence, not for explaining task success directly"
metric_validity_floor_rate,Metric validity,metric quality indicator,557,0.0,91,-0.8933991738926392,-0.9484517475680783,0.003590664272890485,0.0017953321364452424,"valid for reporting metric coverage/confidence, not for explaining task success directly"
metric_validity_missingness_rate,Metric validity,metric quality indicator,557,0.0,13,-0.8658566230122028,-0.9499932040531924,0.0017953321364452424,0.0017953321364452424,"valid for reporting metric coverage/confidence, not for explaining task success directly"
metric_validity_success_confidence_interval_high,Metric validity,metric quality indicator,557,0.0,2,0.9999999999999997,0.969733597251642,0.881508078994614,0.118491921005386,"valid for reporting metric coverage/confidence, not for explaining task success directly"
metric_validity_success_confidence_interval_low,Metric validity,metric quality indicator,557,0.0,2,1.0,0.9697335972516422,0.881508078994614,0.118491921005386,"valid for reporting metric coverage/confidence, not for explaining task success directly"
agent_a_closure_correctness,Agent A evaluation,outcome-confirming,557,0.0,2,0.4453577400615409,0.4318783633337383,0.5960502692998204,0.40394973070017953,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
automatic_eval_score,Other / task context,outcome-confirming,557,0.0,277,0.9737868577291967,0.9720609290031531,0.0017953321364452424,0.0017953321364452424,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
duration_score,Other / task context,outcome-confirming,557,0.0,11,0.9138619568110048,0.9746288544004605,0.696588868940754,0.09156193895870736,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
quality_score,Other / task context,outcome-confirming,557,0.0,10,0.9744533350942659,0.9666884531812253,0.6929982046678635,0.11310592459605028,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
route_reaches_goal,Other / task context,outcome-confirming,557,0.0,2,0.974037278445363,0.9667983106349325,0.8868940754039497,0.11310592459605028,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
route_valid,Other / task context,outcome-confirming,557,0.0,2,0.8659216695319517,0.9618399029499635,0.9084380610412927,0.09156193895870736,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
success,Other / task context,outcome-confirming,557,0.0,2,0.9999999999999998,0.9697335972516417,0.881508078994614,0.118491921005386,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_completion,Task outcome,outcome-confirming,557,0.0,2,0.9999999999999998,0.9697335972516417,0.881508078994614,0.118491921005386,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_constraint_satisfaction,Task outcome,outcome-confirming,557,0.0,2,0.9999999999999998,0.9697335972516417,0.881508078994614,0.118491921005386,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_constraint_satisfaction_rate,Task outcome,outcome-confirming,557,0.0,3,0.9978585020341769,0.9713095652839064,0.881508078994614,0.11669658886894076,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_correct_route_selection,Task outcome,outcome-confirming,557,0.0,2,0.9999999999999998,0.9697335972516417,0.881508078994614,0.118491921005386,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_duration_quality,Task outcome,outcome-confirming,557,0.0,11,0.9138619568110048,0.9746288544004605,0.696588868940754,0.09156193895870736,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_route_validity,Task outcome,outcome-confirming,557,0.0,2,0.8659216695319517,0.9618399029499635,0.9084380610412927,0.09156193895870736,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
task_outcome_stage_completion_rate,Task outcome,outcome-confirming,557,0.0,4,0.9867545916292252,0.9768123973839447,0.881508078994614,0.10951526032315978,"high for outcome reporting; construct-overlapping, so do not use as independent predictor"
model_temperature,Other / task context,sparse metric,206,0.63016157989228,2,0.18670962121594134,0.1708218047744442,0.24416517055655296,0.12567324955116696,limited in current result set because required evidence is often unavailable
agent_a_avg_latency_sec,Agent A evaluation,supplementary metric,557,0.0,41,0.02513146858027047,0.07859467639596245,0.010771992818671455,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
agent_a_caller_latency,Agent A evaluation,supplementary metric,557,0.0,41,0.02513146858027047,0.07859467639596245,0.010771992818671455,0.012567324955116697,valid as supporting context; weak standalone indicator in current data
agent_a_constraint_violation_catch_rate,Agent A evaluation,supplementary metric,557,0.0,2,-0.07075531629086257,-0.06861380739141583,0.9640933572710951,0.03590664272890485,valid as supporting context; weak standalone indicator in current data
