source_run,condition_id,condition_state,run_type,scenario_key,persona_key,message_count,agent_a_turn_count,agent_b_turn_count,memory_snapshot_count,candidate_count,unique_route_count,state_task_variable_agreement,active_constraint_agreement,current_route_agreement,agent_a_constraint_count,agent_b_constraint_count,agent_a_clarification_count,agent_b_clarification_count,final_agent_a_focus,final_agent_b_focus,focus_disagreement_count
20260710_233828_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-c8887a80cf-T,completed,text_only,morning_peak_cross_city,delay_sensitive_traveler,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260710_234459_b-n0001,C-MT-DST-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-eb37d7234d-T,completed,text_only,midday_transfer,delay_sensitive_traveler,9,5,4,9,4,2,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,6
20260710_234729_b-n0001,C-CEE-RAN-SC-PIP-VOS-TL1-DEFAU-SML-I0-79c5f3a0fd-T,completed,text_only,crowded_event_exit,risk_averse_novice,15,8,7,15,4,4,0.6666666666666666,1.0,0.0,2,2,0,0,transfers,reliability,9
20260710_234829_b-n0001,C-MPCC-DST-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-c8887a80cf-A,completed,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,15,8,7,15,5,3,1.0,1.0,0.0,3,3,2,0,transfers,confirmation,11
20260710_235630_b-n0001,C-MT-DST-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-eb37d7234d-A,completed,audio_variant,midday_transfer,delay_sensitive_traveler,19,10,9,19,3,2,1.0,1.0,1.0,3,3,4,0,route,clarification,14
20260710_235830_b-n0001,C-CEE-RAN-SC-PIP-VOS-TL1-DEFAU-SML-I0-79c5f3a0fd-A,completed,audio_variant,crowded_event_exit,risk_averse_novice,15,8,7,15,0,0,0.0,1.0,1.0,0,0,4,0,time,route,8
20260711_000030_b-n0001,C-MPCC-DST-MC-PIP-VOS-TL1-DEFAU-SML-I0-614507884b-T,completed,text_only,morning_peak_cross_city,delay_sensitive_traveler,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,6
20260711_000430_b-n0001,C-MPCC-FC-MC-PIP-FWH-TL1-DEFAU-SML-I0-c7bbc557ea-T,completed,text_only,morning_peak_cross_city,focused_commuter,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,transfers,confirmation,7
20260711_000932_b-n0001,C-MPCC-DST-MC-PIP-VOS-TL1-DEFAU-SML-I0-614507884b-A,completed,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,13,7,6,13,4,3,1.0,1.0,1.0,3,3,2,0,route,confirmation,10
20260711_001504_b-n0001,C-MPCC-FC-MC-PIP-FWH-TL1-DEFAU-SML-I0-c7bbc557ea-A,completed,audio_variant,morning_peak_cross_city,focused_commuter,11,6,5,11,4,4,1.0,1.0,1.0,3,3,1,0,route,confirmation,9
20260711_002202_b-n0001,C-MPCC-DST-SC-PIP-VOS-TL1-DEFAU-SML-I0-d6e114c36a-T,completed,text_only,morning_peak_cross_city,delay_sensitive_traveler,11,6,5,11,4,3,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260711_003203_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-b6562cf3d4-T,completed,text_only,morning_peak_cross_city,focused_commuter,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,transfers,confirmation,7
20260711_003303_b-n0001,C-MPCC-DST-SC-PIP-VOS-TL1-DEFAU-SML-I0-d6e114c36a-A,completed,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,5,3,2,5,0,0,0.3333333333333333,1.0,1.0,0,0,1,0,reliability,route,2
20260711_003633_b-n0001,C-MPCC-RAN-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-7891cd87dd-T,completed,text_only,morning_peak_cross_city,risk_averse_novice,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,7
20260711_004234_b-n0001,C-MPCC-FC-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-b6562cf3d4-A,completed,audio_variant,morning_peak_cross_city,focused_commuter,17,9,8,17,4,3,1.0,0.0,0.0,3,2,3,0,route,clarification,15
20260711_004736_b-n0001,C-MPCC-RAN-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-7891cd87dd-A,completed,audio_variant,morning_peak_cross_city,risk_averse_novice,19,10,9,19,5,4,1.0,1.0,1.0,3,3,3,0,route,confirmation,14
20260711_005135_b-n0001,C-MT-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-1e945ee180-T,completed,text_only,midday_transfer,focused_commuter,13,7,6,13,3,2,1.0,1.0,1.0,3,3,1,0,route,clarification,11
20260711_005605_b-n0001,C-MPCC-FC-SC-PIP-VOS-TL1-DEFAU-SML-I0-30f07579fe-T,completed,text_only,morning_peak_cross_city,focused_commuter,11,6,5,11,4,3,1.0,1.0,0.0,3,3,0,0,transfers,confirmation,9
20260711_010107_b-n0001,C-MPCC-RAN-MC-PIP-VOS-TL1-DEFAU-SML-I0-6375ad71b6-T,completed,text_only,morning_peak_cross_city,risk_averse_novice,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,5
20260711_010136_b-n0001,C-MT-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-1e945ee180-A,completed,audio_variant,midday_transfer,focused_commuter,20,10,10,20,3,3,1.0,1.0,1.0,2,2,3,0,route,route,11
20260711_010706_b-n0001,C-MPCC-FC-SC-PIP-VOS-TL1-DEFAU-SML-I0-30f07579fe-A,completed,audio_variant,morning_peak_cross_city,focused_commuter,5,3,2,5,0,0,0.0,1.0,1.0,0,0,1,0,route,route,0
20260711_011036_b-n0001,C-MPCC-CAR-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-1fd0ba57ea-T,completed,text_only,morning_peak_cross_city,crowd_averse_rider,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,route,confirmation,6
20260711_011136_b-n0001_02,C-MPCC-RAN-MC-PIP-VOS-TL1-DEFAU-SML-I0-6375ad71b6-A,completed,audio_variant,morning_peak_cross_city,risk_averse_novice,20,10,10,20,7,7,1.0,0.0,1.0,3,2,3,0,transfers,route,15
20260711_011506_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-eb4da7d0a8-T,completed,text_only,morning_peak_cross_city,focused_commuter,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,transfers,confirmation,7
20260711_012109_b-n0001,C-MPCC-CAR-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-1fd0ba57ea-A,completed,audio_variant,morning_peak_cross_city,crowd_averse_rider,17,9,8,17,5,3,1.0,1.0,1.0,3,3,2,0,route,confirmation,12
20260711_012438_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-eb4da7d0a8-A,completed,audio_variant,morning_peak_cross_city,focused_commuter,11,6,5,11,4,3,1.0,1.0,0.0,3,3,1,0,transfers,confirmation,8
20260711_012638_b-n0001,C-MPCC-RAN-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-294a9024e3-T,completed,text_only,morning_peak_cross_city,risk_averse_novice,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,5
20260711_013438_b-n0001,C-MPCC-CAR-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-bb5c33ff3b-T,completed,text_only,morning_peak_cross_city,crowd_averse_rider,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260711_013709_b-n0001,C-MPCC-RAN-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-294a9024e3-A,completed,audio_variant,morning_peak_cross_city,risk_averse_novice,20,10,10,20,6,5,1.0,1.0,0.0,1,1,3,0,route,route,13
20260711_014510_b-n0001,C-MPCC-CAR-HESIT-PIP-VOS-TL1-DEFAU-SML-I0-bb5c33ff3b-A,completed,audio_variant,morning_peak_cross_city,crowd_averse_rider,20,10,10,20,8,7,1.0,0.0,0.0,2,1,2,0,capacity,capacity,16
20260711_020012_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-T,completed,text_only,morning_peak_cross_city,focused_commuter,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,transfers,confirmation,7
20260711_021015_b-n0001,C-MPCC-FC-CLEAN-PIP-VOS-TL1-DEFAU-SML-I0-bdf137f375-A,completed,audio_variant,morning_peak_cross_city,focused_commuter,13,7,6,13,4,3,1.0,1.0,0.0,3,3,2,0,route,confirmation,10
20260713_114613_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-8d949f396f-T,completed,text_only,late_event,multi_stop_errand_runner,11,6,5,11,4,4,0.6666666666666666,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_115747_b-n0001,C-LE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-8d949f396f-A,completed,audio_variant,late_event,multi_stop_errand_runner,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_121101_b-n0001,C-HA-FC-HESIT-PIP-FWH-TL1-PTB-SML-I0-4c14d2b060-T,completed,text_only,hospital_appointment,focused_commuter,8,4,4,8,4,4,1.0,1.0,1.0,3,3,0,0,transfers,time,6
20260713_122100_b-n0001,C-HA-FC-HESIT-PIP-FWH-TL1-PTB-SML-I0-4c14d2b060-A,completed,audio_variant,hospital_appointment,focused_commuter,8,4,4,8,4,4,1.0,1.0,1.0,3,3,0,0,transfers,time,6
20260713_123133_b-n0001,C-HA-DST-CLEAN-PIP-FWH-TL1-PCC-SML-I0-ae37104964-T,completed,text_only,hospital_appointment,delay_sensitive_traveler,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_124306_b-n0001,C-HA-DST-CLEAN-PIP-FWH-TL1-PCC-SML-I0-ae37104964-A,completed,audio_variant,hospital_appointment,delay_sensitive_traveler,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_125545_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-TL1-PCP-SML-I0-b7004d629e-T,completed,text_only,hospital_appointment,multi_stop_errand_runner,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_130810_b-n0001,C-HA-MSER-CLEAN-PIP-FWH-TL1-PCP-SML-I0-b7004d629e-A,completed,audio_variant,hospital_appointment,multi_stop_errand_runner,13,7,6,13,5,5,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,8
20260713_132107_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-TL1-PAP-SML-I0-d886dc9eb0-T,completed,text_only,airport_connection,risk_averse_novice,11,6,5,11,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,7
20260713_132728_b-n0001,C-MDE-DST-HESIT-PIP-FWH-TL1-PAP-SML-I0-24c6038ecd-T,completed,text_only,multi_destination_errands,delay_sensitive_traveler,13,7,6,13,1,1,0.6666666666666666,1.0,1.0,0,0,2,0,route,clarification,7
20260713_133328_b-n0001,C-MDE-DST-HESIT-PIP-FWH-TL1-PAP-SML-I0-24c6038ecd-A,completed,audio_variant,multi_destination_errands,delay_sensitive_traveler,9,5,4,9,1,1,0.6666666666666666,1.0,1.0,0,0,2,0,route,clarification,3
20260713_142308_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-TL1-PAP-SML-I0-d886dc9eb0-A,not_started,audio_variant,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_144526_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-TL1-PAP-SML-I0-d886dc9eb0-T,not_started,text_only,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_211034_b-n0001,C-AC-RAN-CLEAN-PIP-FWH-TL1-PAP-SML-I0-d886dc9eb0-A,completed,audio_variant,airport_connection,risk_averse_novice,13,7,6,13,4,4,1.0,1.0,1.0,3,3,1,0,transfers,confirmation,8
20260713_211034_b-n0001_02,C-LE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-c48a5444c0-T,not_started,text_only,late_event,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211055_b-n0001,C-MPCC-CAR-MC-PIP-FWH-TL1-PSS-SML-I0-ab34f6818f-T,not_started,text_only,morning_peak_cross_city,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211105_b-n0001,C-LE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-c48a5444c0-A,not_started,audio_variant,late_event,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211135_b-n0001,C-MPCC-CAR-MC-PIP-FWH-TL1-PSS-SML-I0-ab34f6818f-A,not_started,audio_variant,morning_peak_cross_city,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211137_b-n0001,C-HA-CAR-SC-PIP-FWH-TL1-PAP-SML-I0-e0ca090618-T,not_started,text_only,hospital_appointment,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211207_b-n0001,C-HA-CAR-SC-PIP-FWH-TL1-PAP-SML-I0-e0ca090618-A,not_started,audio_variant,hospital_appointment,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211210_b-n0001,C-MPCC-AR-CLEAN-PIP-FWH-TL1-PAP-SML-I0-7edc7bb08d-T,not_started,text_only,morning_peak_cross_city,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211236_b-n0001,C-HA-RAN-MC-PIP-FWH-TL1-PSS-SML-I0-1101d57bb5-T,not_started,text_only,hospital_appointment,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_211244_b-n0001,C-MPCC-AR-CLEAN-PIP-FWH-TL1-PAP-SML-I0-7edc7bb08d-A,not_started,audio_variant,morning_peak_cross_city,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211314_b-n0001,C-HA-RAN-MC-PIP-FWH-TL1-PSS-SML-I0-1101d57bb5-A,not_started,audio_variant,hospital_appointment,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_211314_b-n0001_02,C-MT-CAR-SC-PIP-FWH-TL1-PCC-SML-I0-273ba7e1c4-T,not_started,text_only,midday_transfer,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211343_b-n0001,C-HA-AR-CLEAN-PIP-FWH-TL1-PAD-SML-I0-79c6280cbd-T,not_started,text_only,hospital_appointment,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211344_b-n0001,C-MT-CAR-SC-PIP-FWH-TL1-PCC-SML-I0-273ba7e1c4-A,not_started,audio_variant,midday_transfer,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211413_b-n0001,C-AC-FC-SC-PIP-FWH-TL1-PCP-SML-I0-18681ab08d-T,not_started,text_only,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260713_211413_b-n0001_02,C-HA-AR-CLEAN-PIP-FWH-TL1-PAD-SML-I0-79c6280cbd-A,not_started,audio_variant,hospital_appointment,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211442_b-n0001,C-MDE-FC-CLEAN-PIP-FWH-TL1-PCC-SML-I0-1c50328a12-T,not_started,text_only,multi_destination_errands,focused_commuter,,,,,,,,,,,,,,,,
20260713_211444_b-n0001,C-AC-FC-SC-PIP-FWH-TL1-PCP-SML-I0-18681ab08d-A,not_started,audio_variant,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260713_211512_b-n0001,C-MDE-FC-CLEAN-PIP-FWH-TL1-PCC-SML-I0-1c50328a12-A,not_started,audio_variant,multi_destination_errands,focused_commuter,,,,,,,,,,,,,,,,
20260713_211527_b-n0001,C-AC-AR-HESIT-PIP-FWH-TL1-PCC-SML-I0-2166540651-T,not_started,text_only,airport_connection,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211548_b-n0001,C-MDE-CAR-MC-PIP-FWH-TL1-PSS-SML-I0-59aad93124-T,not_started,text_only,multi_destination_errands,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211610_b-n0001,C-AC-AR-HESIT-PIP-FWH-TL1-PCC-SML-I0-2166540651-A,not_started,audio_variant,airport_connection,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211618_b-n0001,C-MDE-CAR-MC-PIP-FWH-TL1-PSS-SML-I0-59aad93124-A,not_started,audio_variant,multi_destination_errands,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211643_b-n0001,C-AC-MSER-HESIT-PIP-FWH-TL1-PCC-SML-I0-149b18a782-T,not_started,text_only,airport_connection,multi_stop_errand_runner,,,,,,,,,,,,,,,,
20260713_211648_b-n0001,C-MDE-RAN-SC-PIP-FWH-TL1-PTB-SML-I0-85fa8dc65c-T,not_started,text_only,multi_destination_errands,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_211713_b-n0001,C-AC-MSER-HESIT-PIP-FWH-TL1-PCC-SML-I0-149b18a782-A,not_started,audio_variant,airport_connection,multi_stop_errand_runner,,,,,,,,,,,,,,,,
20260713_211718_b-n0001,C-MDE-RAN-SC-PIP-FWH-TL1-PTB-SML-I0-85fa8dc65c-A,not_started,audio_variant,multi_destination_errands,risk_averse_novice,,,,,,,,,,,,,,,,
20260713_211748_b-n0001,C-MDE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-432e899f22-T,not_started,text_only,multi_destination_errands,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211749_b-n0001,C-CEE-FC-MC-PIP-FWH-TL1-PAD-SML-I0-cbbd398f01-T,not_started,text_only,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260713_211817_b-n0001,C-MDE-AR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-432e899f22-A,not_started,audio_variant,multi_destination_errands,accessibility_rider,,,,,,,,,,,,,,,,
20260713_211824_b-n0001,C-CEE-FC-MC-PIP-FWH-TL1-PAD-SML-I0-cbbd398f01-A,not_started,audio_variant,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260713_211848_b-n0001,C-MDE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-264e614425-T,not_started,text_only,multi_destination_errands,multi_stop_errand_runner,,,,,,,,,,,,,,,,
20260713_211859_b-n0001,C-CEE-CAR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-e83c358421-T,not_started,text_only,crowded_event_exit,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_211918_b-n0001,C-MDE-MSER-CLEAN-PIP-FWH-TL1-PAD-SML-I0-264e614425-A,not_started,audio_variant,multi_destination_errands,multi_stop_errand_runner,,,,,,,,,,,,,,,,
20260713_211930_b-n0001,C-CEE-CAR-CLEAN-PIP-FWH-TL1-PCP-SML-I0-e83c358421-A,not_started,audio_variant,crowded_event_exit,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_212003_b-n0001,C-LE-CAR-SC-PIP-FWH-TL1-PTB-SML-I0-a4c6803d10-T,not_started,text_only,late_event,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_212035_b-n0001,C-LE-CAR-SC-PIP-FWH-TL1-PTB-SML-I0-a4c6803d10-A,not_started,audio_variant,late_event,crowd_averse_rider,,,,,,,,,,,,,,,,
20260713_213309_b-n0001,C-AC-DST-CLEAN-PIP-FWH-TL1-PTB-SML-I0-5477fed9f1-T,completed,text_only,airport_connection,delay_sensitive_traveler,8,4,4,8,3,3,1.0,1.0,1.0,2,2,0,0,route,clarification,5
20260713_214334_b-n0001,C-AC-DST-CLEAN-PIP-FWH-TL1-PTB-SML-I0-5477fed9f1-A,completed,audio_variant,airport_connection,delay_sensitive_traveler,8,4,4,8,3,3,1.0,1.0,1.0,2,2,0,0,route,clarification,5
20260713_215826_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PAP-SML-I0-1c014c70b9-T,not_started,text_only,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260713_215908_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PAP-SML-I0-1c014c70b9-A,not_started,audio_variant,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260713_215945_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PTB-SML-I0-1fcf544fa5-T,not_started,text_only,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260713_220020_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-TL1-PTB-SML-I0-1fcf544fa5-A,not_started,audio_variant,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260714_035427_b-n0001,C-MPCC-CAR-MC-PIP-FWH-MP3M4-DEFAU-MED-I0-019f915cd4-T,not_started,text_only,morning_peak_cross_city,crowd_averse_rider,,,,,,,,,,,,,,,,
20260714_035501_b-n0001,C-MPCC-CAR-MC-PIP-FWH-MP3M4-DEFAU-MED-I0-019f915cd4-A,not_started,audio_variant,morning_peak_cross_city,crowd_averse_rider,,,,,,,,,,,,,,,,
20260714_035539_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-25583d181b-T,completed,text_only,morning_peak_cross_city,delay_sensitive_traveler,13,7,6,13,6,5,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,10
20260714_043038_b-n0001,C-MPCC-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-25583d181b-A,completed,audio_variant,morning_peak_cross_city,delay_sensitive_traveler,20,10,10,20,5,2,1.0,0.0,0.0,3,2,2,0,transfers,route,11
20260714_051509_b-n0001,C-MPCC-RAN-SC-PIP-FWH-MP3M4-DEFAU-MED-I0-9c854ebb3c-T,not_started,text_only,morning_peak_cross_city,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_051545_b-n0001,C-MPCC-RAN-SC-PIP-FWH-MP3M4-DEFAU-MED-I0-9c854ebb3c-A,not_started,audio_variant,morning_peak_cross_city,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_051622_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-T,completed,text_only,midday_transfer,focused_commuter,13,7,6,13,3,2,1.0,1.0,1.0,3,3,1,0,route,clarification,11
20260714_055152_b-n0001,C-MT-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-c6144bfd6b-A,completed,audio_variant,midday_transfer,focused_commuter,13,7,6,13,3,2,1.0,1.0,1.0,3,3,1,0,route,clarification,11
20260714_061940_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-T,completed,text_only,midday_transfer,crowd_averse_rider,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260714_063643_b-n0001,C-MT-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-fdcfd55fed-A,completed,audio_variant,midday_transfer,crowd_averse_rider,15,8,7,15,5,5,1.0,1.0,1.0,3,3,2,0,reliability,confirmation,9
20260714_070430_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-T,completed,text_only,midday_transfer,delay_sensitive_traveler,9,5,4,9,4,2,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,6
20260714_072520_b-n0001,C-MT-DST-HESIT-PIP-VOS-MP3M4-DEFAU-MED-I0-5b530146d4-A,completed,audio_variant,midday_transfer,delay_sensitive_traveler,13,7,6,13,2,2,1.0,1.0,0.0,0,0,1,0,route,clarification,11
20260714_075552_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-T,completed,text_only,midday_transfer,risk_averse_novice,11,6,5,11,4,2,1.0,0.0,1.0,3,2,1,0,route,clarification,6
20260714_082556_b-n0001,C-MT-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-b74feba52b-A,completed,audio_variant,midday_transfer,risk_averse_novice,7,4,3,7,0,0,0.0,1.0,1.0,0,0,2,0,time,route,4
20260714_083036_b-n0001,C-AC-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-130fdd8d37-T,not_started,text_only,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260714_083117_b-n0001,C-AC-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-130fdd8d37-A,not_started,audio_variant,airport_connection,focused_commuter,,,,,,,,,,,,,,,,
20260714_083153_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-T,completed,text_only,airport_connection,crowd_averse_rider,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260714_085430_b-n0001,C-AC-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ad79b54130-A,completed,audio_variant,airport_connection,crowd_averse_rider,15,8,7,15,6,6,1.0,1.0,0.0,3,3,1,0,transfers,confirmation,10
20260714_093154_b-n0001,C-AC-DST-HESIT-PIP-FWH-MP3M4-DEFAU-MED-I0-1ed4aa1997-T,not_started,text_only,airport_connection,delay_sensitive_traveler,,,,,,,,,,,,,,,,
20260714_093301_b-n0001,C-AC-DST-HESIT-PIP-FWH-MP3M4-DEFAU-MED-I0-1ed4aa1997-A,not_started,audio_variant,airport_connection,delay_sensitive_traveler,,,,,,,,,,,,,,,,
20260714_093342_b-n0001,C-AC-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-d2f1d107c8-T,not_started,text_only,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_093423_b-n0001,C-AC-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-d2f1d107c8-A,not_started,audio_variant,airport_connection,risk_averse_novice,,,,,,,,,,,,,,,,
20260714_093504_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-64567019a0-T,not_started,text_only,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260714_093545_b-n0001,C-CEE-FC-CLEAN-PIP-FWH-MP3M4-DEFAU-MED-I0-64567019a0-A,not_started,audio_variant,crowded_event_exit,focused_commuter,,,,,,,,,,,,,,,,
20260714_093626_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-T,completed,text_only,crowded_event_exit,crowd_averse_rider,9,5,4,9,4,4,0.6666666666666666,1.0,1.0,3,3,0,0,reliability,confirmation,4
20260714_095658_b-n0001,C-CEE-CAR-MC-PIP-VOS-MP3M4-DEFAU-MED-I0-ceca03086e-A,completed,audio_variant,crowded_event_exit,crowd_averse_rider,13,7,6,13,5,5,0.6666666666666666,1.0,0.0,3,3,1,0,reliability,reliability,6
20260714_102509_b-n0001,C-CEE-DST-HESIT-PIP-FWH-MP3M4-DEFAU-MED-I0-251542fce4-T,completed,text_only,crowded_event_exit,delay_sensitive_traveler,9,5,4,9,4,4,0.6666666666666666,1.0,1.0,3,3,0,0,reliability,confirmation,6
20260714_104856_b-n0001,C-CEE-DST-HESIT-PIP-FWH-MP3M4-DEFAU-MED-I0-251542fce4-A,completed,audio_variant,crowded_event_exit,delay_sensitive_traveler,9,5,4,9,4,4,1.0,1.0,1.0,3,3,0,0,reliability,confirmation,6
20260714_111610_b-n0001,C-CEE-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-c757a9440d-T,completed,text_only,crowded_event_exit,risk_averse_novice,17,9,8,17,5,5,0.6666666666666666,1.0,0.0,3,3,0,0,reliability,confirmation,10
20260714_114909_b-n0001,C-CEE-RAN-SC-PIP-VOS-MP3M4-DEFAU-MED-I0-c757a9440d-A,completed,audio_variant,crowded_event_exit,risk_averse_novice,5,3,2,5,0,0,0.0,0.0,1.0,0,1,1,0,reliability,route,2
