signature,count,family_count,families,examples
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {11, 31, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",36,13,slurm-fix-main-l1-qwen7.err;slurm-fix-main-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:08:04.379700243 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970992, index: 10, mask: {11, 31, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.448449468 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971011, index: 10, mask: {11, 31, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:37.897597689 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970159, index: 10, mask: {11, 31, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {12, 32, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",36,13,slurm-fix-main-l1-qwen7.err;slurm-fix-main-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:08:04.379756959 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970993, index: 11, mask: {12, 32, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.452437802 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971012, index: 11, mask: {12, 32, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:37.897645398 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970160, index: 11, mask: {12, 32, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {8, 28, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",33,12,slurm-fix-main-l1-qwen7.err;slurm-fix-main-m1-qwen15.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:08:04.379407045 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970989, index: 7, mask: {8, 28, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.452394493 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971008, index: 7, mask: {8, 28, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:37.897397860 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970156, index: 7, mask: {8, 28, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {6, 26, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",31,11,slurm-fix-main-m1-qwen15.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:00:37.897223785 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970154, index: 5, mask: {6, 26, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.588746671 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971097, index: 5, mask: {6, 26, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.606197076 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971116, index: 5, mask: {6, 26, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {7, 27, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",31,11,slurm-fix-main-m1-qwen15.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:00:37.897328203 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970155, index: 6, mask: {7, 27, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.588772181 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971098, index: 6, mask: {7, 27, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.606219428 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971117, index: 6, mask: {7, 27, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {2, 22, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",29,10,slurm-fix-main-l1-qwen7.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:08:04.379199598 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970983, index: 1, mask: {2, 22, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.438808746 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971002, index: 1, mask: {2, 22, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:13.102835738 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970091, index: 1, mask: {2, 22, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {1, 21, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",29,10,slurm-fix-main-l1-qwen7.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c05of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c02of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c03of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c06of06.err,"[1;31m2026-07-13 09:08:04.379236344 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970982, index: 0, mask: {1, 21, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.438808749 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971001, index: 0, mask: {1, 21, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:13.102664518 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970090, index: 0, mask: {1, 21, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {5, 25, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",28,10,slurm-fix-main-m1-qwen15.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err,"[1;31m2026-07-13 09:00:37.897017272 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970153, index: 4, mask: {5, 25, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.592371199 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971096, index: 4, mask: {5, 25, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.608387812 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971115, index: 4, mask: {5, 25, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {4, 24, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",28,10,slurm-fix-main-m1-qwen15.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err,"[1;31m2026-07-13 09:00:37.896986759 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970152, index: 3, mask: {4, 24, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.588680962 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971095, index: 3, mask: {4, 24, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:09:24.606156737 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971114, index: 3, mask: {4, 24, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
"<timestamp> [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: <id>, index: <n>, mask: {3, 23, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.",27,10,slurm-fix-main-l1-qwen7.err;slurm-fix-press-m1-qwen15.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c01of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c02of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c03of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c04of06.err;slurm-userlm-small-01-tinyllama-1-1b-a98099-c06of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c01of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c04of06.err;slurm-userlm-small-02-qwen2-5-0-5b-08a799-c05of06.err,"[1;31m2026-07-13 09:08:04.379224068 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970984, index: 2, mask: {3, 23, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:08:04.444386994 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 971003, index: 2, mask: {3, 23, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m || [1;31m2026-07-13 09:00:13.102752963 [E:onnxruntime:Default, env.cc:228 ThreadMain] pthread_setaffinity_np failed for thread: 970092, index: 2, mask: {3, 23, }, error code: 22 error msg: Invalid argument. Specify the number of threads explicitly so the affinity is not set.[m"
Preflight failed: Agent model assets are unavailable: Tokenizer weights for mistralai<path> are unavailable. Prepare the model locally or explicitly enable model downloads.,24,24,slurm-userlm-large-02-mistral-7b-ee65c2-c01of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c02of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c03of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c04of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c05of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c06of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c07of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c08of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c09of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c10of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c11of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c12of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c13of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c14of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c15of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c16of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c17of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c18of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c19of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c20of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c21of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c22of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c23of24.err;slurm-userlm-large-02-mistral-7b-ee65c2-c24of24.err,Preflight failed: Agent model assets are unavailable: Tokenizer weights for mistralai/Mistral-7B-Instruct-v0.3 are unavailable. Prepare the model locally or explicitly enable model downloads. || Preflight failed: Agent model assets are unavailable: Tokenizer weights for mistralai/Mistral-7B-Instruct-v0.3 are unavailable. Prepare the model locally or explicitly enable model downloads. || Preflight failed: Agent model assets are unavailable: Tokenizer weights for mistralai/Mistral-7B-Instruct-v0.3 are unavailable. Prepare the model locally or explicitly enable model downloads.
slurmstepd-node<n>: error: pam_close_session: Cannot make<path> an entry for the specified session,12,12,fast-results-push.err;min-results-push-v2.err;min-results-push.err;prepare-push-results.err;push-results-clean.err;slurm-std-main-l1-qwen7.err;slurm-std-main-m1-qwen15.err;slurm-std-pres-l1-qwen7.err;slurm-std-pres-m1-qwen15.err;slurm-std-pres-m2-phi3.err;slurm-std-pres-s1-tl1.err;slurm-std-pres-s2-qwen05.err,slurmstepd-node176: error: pam_close_session: Cannot make/remove an entry for the specified session || slurmstepd-node083: error: pam_close_session: Cannot make/remove an entry for the specified session || slurmstepd-node176: error: pam_close_session: Cannot make/remove an entry for the specified session
slurmstepd-node<n>: error: *** JOB <id> ON node<n> CANCELLED AT <timestamp> ***,9,9,min-results-push-v2.err;push-results-clean.err;slurm-std-main-l1-qwen7.err;slurm-std-main-m1-qwen15.err;slurm-std-pres-l1-qwen7.err;slurm-std-pres-m1-qwen15.err;slurm-std-pres-m2-phi3.err;slurm-std-pres-s1-tl1.err;slurm-std-pres-s2-qwen05.err,slurmstepd-node083: error: *** JOB 1768264 ON node083 CANCELLED AT 2026-07-13T19:28:33 *** || slurmstepd-node083: error: *** JOB 1768232 ON node083 CANCELLED AT 2026-07-13T18:23:55 *** || slurmstepd-node099: error: *** JOB 1768088 ON node099 CANCELLED AT 2026-07-13T14:51:13 ***
failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-A: NameError: name 'speech_parameter_keys' is not defined; continuing,6,6,slurm-large1-qwen-7b-main-c10.err;slurm-large1-qwen-7b-main-c12.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c16of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c18of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c20of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c24of24.err,failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A: NameError: name 'speech_parameter_keys' is not defined; continuing,6,6,slurm-medium1-qwen-1-5b-main-c08.err;slurm-medium1-qwen-1-5b-main-c09.err;slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c08of12.err;slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c09of12.err;slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c10of12.err;slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c12of12.err,failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-ee2930633b-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-A: NameError: name 'speech_parameter_keys' is not defined; continuing,6,6,slurm-medium2-phi3-main-c08.err;slurm-medium2-phi3-main-c09.err;slurm-userlm-medium-02-phi3-mini-85aafd-c08of12.err;slurm-userlm-medium-02-phi3-mini-85aafd-c09of12.err;slurm-userlm-medium-02-phi3-mini-85aafd-c10of12.err;slurm-userlm-medium-02-phi3-mini-85aafd-c12of12.err,failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-2d9dc5947d-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-T: NameError: name 'speech_parameter_keys' is not defined; continuing,5,5,slurm-large1-qwen-7b-main-c11.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c17of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c19of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c21of24.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c23of24.err,failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-T: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-T: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-FC-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-26dec49292-T: NameError: name 'speech_parameter_keys' is not defined; continuing
[3] compact slurm error summary,2,2,min-results-push-v2.out;min-results-push.out,[3] compact slurm error summary || [3] compact slurm error summary
failed C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T: ValueError: Condition 'C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T' has insufficient viable route alternatives for conversation stage(s) [4].; continuing,2,2,slurm-large1-qwen-7b-main-c03.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c05of24.err,failed C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T: ValueError: Condition 'C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T' has insufficient viable route alternatives for conversation stage(s) [4].; continuing || failed C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T: ValueError: Condition 'C-CEE-FC-CLEAN-PIP-FWH-QQ57I-DEFAU-LRG-I0-75c7d358a5-T' has insufficient viable route alternatives for conversation stage(s) [4].; continuing
failed C-MPCC-CAR-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-43a9b01cdf-A: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-large1-qwen-7b-main-c06.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c10of24.err,failed C-MPCC-CAR-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-43a9b01cdf-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-CAR-CLEAN-PIP-VOS-QQ57I-DEFAU-LRG-I0-43a9b01cdf-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c31f37dad2-T: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-large1-qwen-7b-main-c09.err;slurm-userlm-large-01-qwen2-5-7b-a2ef92-c15of24.err,failed C-MPCC-RAN-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c31f37dad2-T: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-RAN-HESIT-PIP-VOS-QQ57I-DEFAU-LRG-I0-c31f37dad2-T: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-5b7bd7b812-A: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-medium1-qwen-1-5b-main-c06.err;slurm-userlm-medium-01-qwen2-5-1-5b-97d958-c07of12.err,failed C-MPCC-RAN-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-5b7bd7b812-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-RAN-CLEAN-PIP-VOS-QQ515-DEFAU-MED-I0-5b7bd7b812-A: NameError: name 'speech_parameter_keys' is not defined; continuing
failed C-MPCC-RAN-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-f7c2e7f0b8-A: NameError: name 'speech_parameter_keys' is not defined; continuing,2,2,slurm-medium2-phi3-main-c06.err;slurm-userlm-medium-02-phi3-mini-85aafd-c07of12.err,failed C-MPCC-RAN-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-f7c2e7f0b8-A: NameError: name 'speech_parameter_keys' is not defined; continuing || failed C-MPCC-RAN-CLEAN-PIP-VOS-MP3M4-DEFAU-MED-I0-f7c2e7f0b8-A: NameError: name 'speech_parameter_keys' is not defined; continuing
